user_id,avg_posts_per_day,posting_time_std,engagement_burst_score,followers_following_ratio,avg_comment_length,unique_words_ratio,account_age_days,profile_completeness,night_activity_ratio,label,bot_probability,authenticity_score,risk_label
USER_599,2.6132793016535265,3.0318952170329534,0.1944694616419532,4.671084029656389,58.94736779273309,0.8544500031257912,2850,0.7042665530248406,0.1813466946775378,0,0.43,57.00000000000001,Suspicious
BOT_280,183.50080127263493,0.9723579368526964,0.7693224389764214,0.2892676811191084,8.360507945575193,0.0557639523443487,108,0.3066290513783916,0.8080679569243004,1,0.82,18.000000000000004,Bot
USER_583,9.47008731280306,3.73218128301408,0.2980858970763338,2.604742771870179,35.161020742931726,0.8309301561075028,2394,0.7968864733149867,0.2632467725194464,0,0.32,68.0,Organic
USER_461,6.379014544324328,6.293306774698834,0.2676876119699466,2.5062149742215727,30.78138910145776,0.5389394945456454,2617,0.969687373937064,0.15416275043347,0,0.5,50.0,Suspicious
USER_19,1.0392694268527818,3.849405030253677,0.032491853922669,3.7581313494781456,43.84361379137882,0.7698308944515762,2112,0.707109725841647,0.0302258531878728,0,0.43,57.00000000000001,Suspicious
USER_249,9.55413253517766,3.284893634986841,0.1659302622085408,1.8136002807401328,50.64254857683789,0.620122509232152,1828,0.6674396193736147,0.2226603027363397,0,0.63,37.0,Suspicious
BOT_174,146.77591856141748,1.1026321072639698,0.939188609733866,0.2964394930234491,3.225079669628593,0.1685045654460592,20,0.406425910614121,0.945419009005818,1,0.82,18.000000000000004,Bot
USER_71,4.0361099209218345,3.16838201937232,0.0874855555626156,2.378276520481166,44.64601146123943,0.5109909074048115,847,0.9580135435413748,0.0573155606126048,0,0.5,50.0,Suspicious
USER_227,4.5321236760653205,4.052534698326715,0.2702651608828292,2.0383206886276617,38.63851383434729,0.6237314906165732,451,0.7859419123253083,0.1868223829132432,0,0.5,50.0,Suspicious
BOT_210,132.31006840498793,1.2654888722780009,0.9954523596887004,0.2465916062472791,2.8525708903309144,0.0728037279692972,146,0.1967575313035356,0.7434862101668054,1,0.82,18.000000000000004,Bot
BOT_235,158.3678172892258,1.8950548867766133,0.8256776348513644,0.032077949252187,1.2697623088541017,0.18299063228607,50,0.3395914032708842,0.762842595650251,1,0.82,18.000000000000004,Bot
BOT_101,145.46156168956708,1.8148505226911769,0.715547061046728,0.1671512747397238,9.42591021619321,0.0985057343173281,44,0.3617170209299848,0.80218204716418,1,0.82,18.000000000000004,Bot
USER_686,8.234330906741022,3.806836791941916,0.3930958163641544,4.401770820705263,53.71990158541654,0.7634085830252066,816,0.8546771657431766,0.1992377217850051,0,0.3,70.0,Organic
USER_602,2.05796170135198,4.975776487361525,0.1267770487069125,2.5377116237794706,47.67378027232403,0.7075535884274663,2760,0.9090090367050178,0.0850383447792237,0,0.41,59.00000000000001,Suspicious
USER_647,2.8388474505907326,5.869749330345052,0.2044454553958002,3.214604402078134,30.17599962201056,0.6402275323800277,2804,0.9623397559997224,0.064252875821876,0,0.39,61.0,Organic
USER_46,6.916181339531157,6.2975538432038505,0.3967850988954573,4.949782435866484,57.73331784395344,0.9180394503976405,324,0.6397984904722552,0.2198170246239919,0,0.43,57.00000000000001,Suspicious
BOT_139,195.7673124081441,0.2545626832196095,0.8130833288274723,0.1014341979708769,1.2758725198522547,0.1890501451886443,13,0.3848056081323123,0.8230835305000176,1,0.82,18.000000000000004,Bot
USER_321,7.383887456253486,3.4688826312850827,0.15238073800939,1.2481489865736528,43.8562131741282,0.8873263098965087,2371,0.6800616844997467,0.009847649645772,0,0.54,46.0,Suspicious
USER_199,6.999404311419573,7.876715667395352,0.2177379550537284,2.905516486203389,51.06297101864227,0.8353636627213004,1921,0.8450737378698429,0.1653952171988442,0,0.3,70.0,Organic
USER_70,4.411846438047426,4.297882246375246,0.2988313068516116,1.8111248277698504,46.3509263507067,0.985058443209216,2371,0.6649993661897765,0.0249116273430559,0,0.54,46.0,Suspicious
BOT_198,183.0629636397676,1.9513501345657165,0.9089952471630676,0.2360794973343584,6.554304879436271,0.1944672667383761,109,0.4219627107365754,0.9533859051944242,1,0.82,18.000000000000004,Bot
USER_387,7.054326947880082,6.057318056128304,0.0493135117195787,2.520853313606941,24.97115624015533,0.6005876161444397,1338,0.7789091872628489,0.1356548818080323,0,0.63,37.0,Suspicious
USER_284,3.542251837330033,5.7633113388837405,0.0605782087741429,1.975292770486182,30.27358381652092,0.6647652068869984,1559,0.725272820281454,0.1430261626524984,0,0.63,37.0,Suspicious
USER_601,3.066383446785718,7.828736049098738,0.0994159283709704,2.790315681899214,32.747843986386854,0.928514514165289,419,0.9453965801851272,0.2587004749319194,0,0.3,70.0,Organic
BOT_59,98.79954961448964,1.19340093796417,0.8712334914006735,0.2240297487636474,6.237742617229589,0.1850034685097016,78,0.181952509660285,0.87699713066769,1,0.82,18.000000000000004,Bot
USER_28,1.948284300257708,5.894033772559703,0.1157758086477951,0.9977161949292238,20.879396996582223,0.6808330415975214,478,0.6673762204527661,0.240411460639091,0,0.54,46.0,Suspicious
BOT_96,128.40992440729912,1.7309842285017225,0.7865891659720767,0.2760209368840504,2.507343240331628,0.0911240999839708,27,0.4934085890860888,0.7816006484784459,1,0.82,18.000000000000004,Bot
USER_12,9.676705748410974,6.7587349619792025,0.3297401788997398,0.5010216719821499,38.827249497557005,0.8933615073667704,529,0.8616943119781271,0.1039407861236001,0,0.41,59.00000000000001,Suspicious
USER_674,8.231838935163431,5.250293197131127,0.0042861190781435,4.851358315782419,20.299409209423654,0.902546688399763,1758,0.8881071695789582,0.2783701889586081,0,0.3,70.0,Organic
BOT_299,62.8021197490652,0.1776503709063098,0.7256525592563404,0.0477250096378832,8.770002846146427,0.0518162712852331,107,0.2974186321360474,0.6987295476807609,1,0.82,18.000000000000004,Bot
BOT_277,147.49458961666477,1.8605164878068396,0.8976771825730454,0.0410243852598179,7.860566212989542,0.1156404686083088,36,0.3443120284303073,0.9290139177536788,1,0.82,18.000000000000004,Bot
USER_624,9.638765224421098,3.801128004882532,0.264925495492288,3.068842713254427,53.68390172803744,0.5019151452501613,2515,0.980084482346172,0.0590860890626164,0,0.39,61.0,Organic
USER_301,3.0186413495654056,4.836953643485352,0.3883760998418474,1.3841913513029502,43.84100218150235,0.5995784487985335,1523,0.7761738282624184,0.2709292521147929,0,0.63,37.0,Suspicious
USER_139,3.3391448131854955,6.387658069418423,0.284854818352242,3.988555425045752,57.14913920355679,0.6687385228564859,739,0.7534138049735908,0.1089567371148675,0,0.43,57.00000000000001,Suspicious
USER_537,6.672224975105421,5.088334979084974,0.3731011756241253,2.237229210433261,17.33041501800016,0.5443866334781163,1965,0.8509033602543913,0.2645564402462048,0,0.5,50.0,Suspicious
USER_270,1.6404245665608954,7.298973374058228,0.0234261221138135,4.275948644598252,20.58571860739854,0.6233282234223889,192,0.6837626855799734,0.1853083758565772,0,0.52,48.0,Suspicious
USER_579,9.575335153022554,6.387190356141472,0.2017823766677421,0.6771284591887827,32.97814887527609,0.8385189074410051,1870,0.996836874811528,0.1224060273855243,0,0.41,59.00000000000001,Suspicious
BOT_261,198.50807751563949,0.5046319068669304,0.8359866504244082,0.0473722615672991,6.861096793373429,0.1766535624109424,126,0.4802124210344815,0.6904115991263999,1,0.82,18.000000000000004,Bot
USER_278,7.242562517264157,3.877458136906787,0.0317121138524767,3.081034760120195,17.838021432581964,0.7068327617916035,2142,0.7280724669713754,0.0120990483154538,0,0.43,57.00000000000001,Suspicious
BOT_23,104.95427649405376,0.6318744041972914,0.8453568955573063,0.2419580242247214,9.49254328150839,0.0652131242673824,104,0.1456383139551733,0.7824946035822168,1,0.82,18.000000000000004,Bot
BOT_30,141.13172778521576,0.776348089437397,0.9140048757653656,0.050413261481119,9.04689283311221,0.0966961548734005,68,0.145907548747687,0.7419085167343937,1,0.82,18.000000000000004,Bot
USER_317,6.31574050595174,6.751328819694211,0.112133901020565,1.8624880772238523,51.07356263880954,0.860724578554786,326,0.7050773239520021,0.1403274692872738,0,0.54,46.0,Suspicious
BOT_10,53.08767414437037,0.9340456993407086,0.7117936419523296,0.1811855333292942,4.835631720123756,0.171947860807414,51,0.1209031517144095,0.7237490871451129,1,0.82,18.000000000000004,Bot
BOT_221,135.24629050032075,0.8236926275989408,0.7013896069013809,0.2871389344866284,5.565113278195532,0.0682077409133643,148,0.3671218732905627,0.895147807424612,1,0.82,18.000000000000004,Bot
USER_520,5.898285695023279,4.923055379893841,0.1225661797404145,2.348291945709554,59.40069810327108,0.7623361533428111,729,0.9328649814916472,0.2409136574027639,0,0.41,59.00000000000001,Suspicious
BOT_296,165.49903296479164,1.3683597031899517,0.787944319078304,0.2923118010614451,6.575413114086531,0.1574485082094023,107,0.2380892571206768,0.6250758486487463,1,0.82,18.000000000000004,Bot
BOT_54,139.68499682166276,0.2340806200608167,0.8294978638689038,0.1314434522187011,7.170087585060743,0.0842119657923398,17,0.2034483339552155,0.8234569585801701,1,0.82,18.000000000000004,Bot
USER_242,5.5536211696143845,6.119992427644912,0.2632408872225968,3.8703341788717935,16.49285067089405,0.984209565250204,189,0.9282566241417916,0.1834484558157597,0,0.3,70.0,Organic
BOT_209,74.1212077126248,1.478867065937884,0.7339714137522265,0.0546298128385579,8.814441524619328,0.147530163859723,113,0.1386137880781763,0.7197582353486724,1,0.82,18.000000000000004,Bot
USER_304,8.635828411814723,7.225604257480174,0.0161142075111993,1.949303908380784,25.18675231125497,0.9577081007333516,1905,0.7954419703511939,0.2233104612911972,0,0.41,59.00000000000001,Suspicious
USER_392,8.495473391094439,7.424275588480022,0.2737256995701379,0.9798062852146904,14.41984835733792,0.9038129347814876,1361,0.7703572620146727,0.2282114418131685,0,0.54,46.0,Suspicious
USER_362,1.2267407256330642,4.405248750834446,0.19331771398653,2.8310469411924406,28.76606728865069,0.9623293047911234,1606,0.7224956980913602,0.1785139034771283,0,0.43,57.00000000000001,Suspicious
USER_566,7.166208788870357,4.15690318188424,0.2582410308233646,2.0436202066551097,38.78962355611549,0.7637898112126752,303,0.9206570359325468,0.1208670093150145,0,0.41,59.00000000000001,Suspicious
BOT_70,165.8367153944986,0.2914782026171106,0.7520120785884264,0.2024646379551679,7.254836975138883,0.1379912694763211,149,0.4636880823446241,0.7723940882053185,1,0.82,18.000000000000004,Bot
USER_243,2.9876750466670803,4.368202089303859,0.3990997556040803,2.1064209326089878,43.80978731782696,0.7702763376944621,228,0.6150789561690683,0.2088094220967341,0,0.54,46.0,Suspicious
BOT_107,163.3326707814573,0.1205915378125668,0.9429623337563904,0.2562667389539426,8.215552747628127,0.1700534761733542,118,0.421441414176614,0.6640099745852776,1,0.82,18.000000000000004,Bot
USER_193,7.81579186420995,7.866913095824106,0.2342254915173207,4.846245438732497,53.48479424258169,0.688095234384811,1730,0.6225527415412926,0.2200205548004717,0,0.43,57.00000000000001,Suspicious
USER_290,4.749092456340629,4.393215315575182,0.2346495673134651,2.0300197372695146,22.616137213187265,0.936680558920719,581,0.7282144667225983,0.2600823128491537,0,0.54,46.0,Suspicious
USER_441,6.910804571271013,4.358165906371848,0.34656927341588,3.543792660095028,30.33868742860026,0.8805029914747777,1683,0.7512099797737608,0.1560542209700278,0,0.43,57.00000000000001,Suspicious
BOT_292,173.39008409894873,0.4455721603583752,0.9490659593700974,0.1103060865163574,3.045426645368363,0.1268332881219012,70,0.2588060164948766,0.804451655694892,1,0.82,18.000000000000004,Bot
BOT_289,138.6249890853516,0.3886151176733592,0.7729516572998362,0.2153699057071316,5.038242603602776,0.1277612032917806,80,0.3050670903825666,0.8994580936504799,1,0.82,18.000000000000004,Bot
USER_352,7.310528754312338,5.190893066241722,0.266608790677214,0.6652082456737999,46.871572071356105,0.5276799084692048,915,0.6294253416863063,0.1726503055407177,0,0.63,37.0,Suspicious
BOT_39,116.0228740609402,0.2858849052369028,0.8131852489313868,0.1771897778991335,2.6697296413280904,0.128774507550059,164,0.1663098160653103,0.8450293873379277,1,0.82,18.000000000000004,Bot
USER_289,1.0001047127982954,3.9263517769166185,0.3020534469780784,4.345463269409811,38.22970406451607,0.6017555541659432,1905,0.7793631364063731,0.0896016472162649,0,0.52,48.0,Suspicious
USER_7,8.100392245984064,5.742095814967813,0.1645215888264925,2.052575779660548,19.6128959234046,0.5260118775147234,1161,0.8073971899768961,0.0327838336104479,0,0.5,50.0,Suspicious
USER_379,5.974363681466907,6.8762202591747466,0.2582288725709712,4.253738486937986,58.27243173003106,0.7054081977837139,1956,0.6124227504140622,0.0627863284590359,0,0.43,57.00000000000001,Suspicious
BOT_66,71.1386337462144,1.926262071265437,0.7737873185153524,0.2185233125034311,4.532442007660164,0.1501324848937205,179,0.4088049905239962,0.919352136207341,1,0.82,18.000000000000004,Bot
BOT_275,125.22744420307994,1.90408918494952,0.7468457792098571,0.166595760117598,7.008340470072263,0.0973110343622019,84,0.292816423244833,0.6967726721262119,1,0.82,18.000000000000004,Bot
BOT_67,170.32954711310597,1.8201662197165207,0.7482044119778667,0.0961652975307207,5.319449512454112,0.0643302970752002,174,0.1108669684902239,0.9289689494673112,1,0.82,18.000000000000004,Bot
USER_18,7.334713824708981,6.711265935995436,0.1082575767927062,0.8042213726257241,14.428916981832204,0.878155048490147,611,0.8050304863696847,0.1352959507945031,0,0.41,59.00000000000001,Suspicious
USER_248,3.54230869579324,7.111906055926772,0.3533094405704895,1.4182897484597026,15.282517272446537,0.7328627888337488,974,0.6033418816688554,0.1561966061202334,0,0.54,46.0,Suspicious
USER_698,6.910565362494472,4.959552814719546,0.1832114466335474,1.730635319187409,28.812966466521097,0.5260362031106349,2766,0.69203379674299,0.2597181711320381,0,0.63,37.0,Suspicious
USER_414,6.775609575687024,3.4618026405568925,0.0387862683861699,1.6238488065320984,13.534830409218308,0.9176220300794328,1425,0.8415020575350451,0.0810175398304667,0,0.41,59.00000000000001,Suspicious
USER_453,1.1359961579302753,5.9804097761915305,0.0532039195629315,1.4409381406532642,46.61096031561112,0.8485065069671315,661,0.8072873262543709,0.2868663520930883,0,0.41,59.00000000000001,Suspicious
USER_27,3.682469877754989,7.445639619700049,0.3464406181511339,3.734231509679911,33.01645253213825,0.7331872972522743,2856,0.8177845328596675,0.2079508080761538,0,0.3,70.0,Organic
USER_82,5.671290521165939,7.980788367493894,0.1861347735757944,1.9418057876309671,26.68882985348989,0.5779257682757217,1433,0.6702860983347303,0.2226930736601173,0,0.63,37.0,Suspicious
USER_151,2.20847365812048,3.8967800514462048,0.2428541123534308,1.911664061407203,56.53361277811992,0.9212691146993184,947,0.6051061706071589,0.2191543962078979,0,0.54,46.0,Suspicious
USER_222,9.275779221904449,3.648394891121177,0.1263092604997984,2.082424425538574,12.850119377596698,0.8723753658149611,2300,0.9318575221411712,0.2739617885442517,0,0.41,59.00000000000001,Suspicious
BOT_218,147.44493485708222,1.9758246456983943,0.7164284916466094,0.0870240123507247,5.069791254550918,0.197551838789512,161,0.1192571343913413,0.9313877197796468,1,0.82,18.000000000000004,Bot
USER_487,1.8336293474623049,4.481788067566442,0.2397197148025555,1.8702069095931368,41.57721893380801,0.7667401043723914,2765,0.772603247939057,0.2064091556855944,0,0.54,46.0,Suspicious
USER_136,6.723592364473556,3.2667399849444885,0.3119283536040272,0.9890714271861144,16.78307335801889,0.5430678857745181,1049,0.9655258090499776,0.1261890710636458,0,0.5,50.0,Suspicious
USER_464,1.9531522396338188,5.833026294527315,0.1431244997342372,0.890179554180381,43.46341458754175,0.6353418021508656,647,0.819573009799735,0.2430909897369997,0,0.5,50.0,Suspicious
BOT_88,183.08191138644895,1.5261680281176309,0.930847879957581,0.0814565896393409,1.298827979122299,0.1142299422388422,150,0.313211546898456,0.6286847555390603,1,0.82,18.000000000000004,Bot
BOT_63,103.5129990040384,1.1366718997002765,0.7711680375207983,0.1228957280721731,5.09698134173621,0.0912209053322204,158,0.1955184845526157,0.722525399511285,1,0.82,18.000000000000004,Bot
USER_526,1.6161284740022026,6.419332259176716,0.0351152948232639,2.157125483278099,24.064228177651707,0.7249019953522143,1537,0.9161039615766776,0.1944627532345667,0,0.41,59.00000000000001,Suspicious
USER_416,6.690539382738758,5.976064170634373,0.3190056181185943,4.334217871121118,36.739973314059625,0.9208077298789076,1731,0.8943814242060713,0.1962069232976281,0,0.3,70.0,Organic
USER_51,6.469769100274503,7.695342397251458,0.3462249532688814,2.922777406791309,23.339727471691543,0.627331882944981,2041,0.761114213618598,0.1755584356178561,0,0.52,48.0,Suspicious
USER_636,6.682770290965387,4.16906416546532,0.067543385348158,3.618090099611455,56.80815207754983,0.7039471183900952,2252,0.6515915631708661,0.0106836450818524,0,0.43,57.00000000000001,Suspicious
BOT_256,190.42321612411715,0.3546289340562174,0.7109649003544284,0.0559954805349913,7.20574075928405,0.193936496648155,5,0.3049455110183162,0.9716912214527416,1,0.82,18.000000000000004,Bot
USER_335,4.3235269319398695,5.98455345273328,0.3303729234200065,2.0049913720314683,59.280036697640014,0.5318007181888986,1386,0.8485857690627139,0.0397811972240433,0,0.5,50.0,Suspicious
USER_344,8.755218134086107,5.552903787297799,0.2502603157709106,1.7453935937808889,31.507136604841318,0.7028572120904739,1089,0.9079089229542342,0.0468994315178515,0,0.41,59.00000000000001,Suspicious
USER_254,7.828986283815927,6.336061685970906,0.024578516052315,3.718062589175996,51.72291264280483,0.5821352247279641,2576,0.8687117081019464,0.1006671605089971,0,0.39,61.0,Organic
USER_659,7.510992961194208,4.376195905185042,0.290148640093943,2.443131927984997,18.442964468351768,0.8180528173218093,1862,0.9128007302375766,0.1756457814945106,0,0.41,59.00000000000001,Suspicious
BOT_168,56.11627123321459,0.52483209318696,0.8026245246147722,0.1128404257158251,2.6171479798321777,0.0674549596828214,149,0.1850577505484384,0.9508362324072756,1,0.82,18.000000000000004,Bot
USER_617,5.673021137021846,7.692648917365652,0.0479811766923879,1.664565837640358,41.15689268739127,0.7298163771782301,2215,0.6655681048187779,0.0795104754421642,0,0.54,46.0,Suspicious
USER_228,7.788384760123204,7.045118201458382,0.1583748904783799,2.45162449094171,50.97478426930262,0.8226188222766658,2473,0.8522354789234174,0.1238518193276719,0,0.41,59.00000000000001,Suspicious
USER_523,7.685933443011451,7.66277439209656,0.1705998988967444,3.6127405136061,44.23625819405023,0.953433288669918,538,0.6054559383343524,0.0287070348174003,0,0.43,57.00000000000001,Suspicious
USER_685,4.379220356198504,5.649702934651165,0.0553486378882226,2.275157258774859,19.909819321083408,0.5490222690554699,971,0.7792683388085274,0.0868493595359159,0,0.63,37.0,Suspicious
USER_516,8.546426504587224,4.10619348223032,0.0723140602249518,3.190136060306813,54.623454697600586,0.849763935201286,988,0.6268962536208146,0.241278346313535,0,0.43,57.00000000000001,Suspicious
BOT_86,159.4409267507096,0.6358656878854823,0.8714838068409699,0.2096366949640434,1.7907984923035003,0.154271683107139,151,0.2583881890649819,0.8547609269818972,1,0.82,18.000000000000004,Bot
USER_132,8.031896701725746,6.247544648537237,0.2599152187057198,2.264980070450931,13.76393583258368,0.8033581009850019,894,0.6900828400864807,0.1206884034228956,0,0.54,46.0,Suspicious
BOT_184,88.69124415727333,1.2101971926538906,0.7544793150404276,0.2839722864645089,6.910629980871629,0.0698787009112772,120,0.4458254438090679,0.9462308582498208,1,0.82,18.000000000000004,Bot
USER_678,8.896154078195547,4.055629712790188,0.1428769335972179,3.0614290840824245,48.79325326013935,0.6517519545739761,225,0.8273888808627279,0.078790083709822,0,0.39,61.0,Organic
USER_234,3.2590124493607022,5.422689975400054,0.0481789359986261,3.8373227935335,46.76142590507981,0.9900027315984083,1334,0.8942082823174324,0.0256798658468304,0,0.3,70.0,Organic
BOT_294,69.05907689778272,1.8038979788214224,0.9004255409711939,0.0232651898056287,6.431037340432401,0.0562509350903576,73,0.3468266064471205,0.7104678231283598,1,0.82,18.000000000000004,Bot
USER_592,8.541175373666231,5.4201028625470205,0.3587981157457645,2.9099411289400923,58.11690287406034,0.9089817471745768,2081,0.6455047835218197,0.004499550113141,0,0.43,57.00000000000001,Suspicious
USER_125,9.664915152278857,7.640910490569757,0.2660223956026524,0.6791514775058922,36.40946308781781,0.9334107428442446,2929,0.7748592420180138,0.2471405249761613,0,0.54,46.0,Suspicious
USER_413,9.50003724424873,3.3090423034461134,0.0947695975586894,2.9588318339545943,41.8651078269012,0.5124086057225745,2445,0.6314794306830037,0.1241778174157766,0,0.52,48.0,Suspicious
BOT_260,142.25108400487545,1.4377515593885248,0.9326582850085032,0.2494868576637811,4.544779650887426,0.1181566001839941,4,0.3608897038181889,0.7905747945375167,1,0.82,18.000000000000004,Bot
BOT_237,53.64739496471808,0.5699613933120755,0.8087181697349899,0.1535924928340525,7.342126864629821,0.0791933767731147,107,0.1375429139293424,0.7395282135877917,1,0.82,18.000000000000004,Bot
USER_259,9.033024047378271,7.200540392195999,0.0605729257479853,2.862722031104231,42.02236369966264,0.9677615113794288,2136,0.8700519543377678,0.2541890236606481,0,0.3,70.0,Organic
USER_283,5.851850974624078,4.149133628988093,0.057387782807208,1.0372145510218855,32.39858281910949,0.7490946495869896,1958,0.6844833034351807,0.1525616674493123,0,0.54,46.0,Suspicious
USER_145,7.369492152407747,6.485679029459046,0.3830526585090352,4.629412750569951,23.75494407795622,0.91814565655123,2878,0.6153455445422804,0.2407682244454883,0,0.43,57.00000000000001,Suspicious
USER_567,1.993886770699924,5.5121364358318825,0.3738175522862062,4.946558341795859,42.25750416504517,0.8277179892203306,1532,0.7766136041515588,0.2721729501831236,0,0.43,57.00000000000001,Suspicious
USER_500,1.822523376985988,6.069851531626163,0.250272764904541,3.902865053480512,30.94618123964593,0.5181703741581212,2557,0.977637914372146,0.1332339015526219,0,0.39,61.0,Organic
USER_299,7.564103146791967,4.872741216897906,0.0497383365723481,2.9090649562774558,32.64416802077558,0.928285994341668,1996,0.8602426093008413,0.2475925207268947,0,0.3,70.0,Organic
USER_549,3.7094147005088174,4.867289725663526,0.3519009609177375,3.009599110334537,30.32313589760361,0.6733593806179556,504,0.8174382299645169,0.0209585762053985,0,0.3,70.0,Organic
BOT_265,161.11529266313067,1.220843605023803,0.8678920993924654,0.247210436994528,1.4339083497450045,0.098701389033509,24,0.3536416125505325,0.7431256336454195,1,0.82,18.000000000000004,Bot
USER_695,4.326167794840958,6.398486084166726,0.3281013275779559,1.94448670538404,19.799009235088096,0.666852103787815,1585,0.9367234836115276,0.2260998413728743,0,0.5,50.0,Suspicious
USER_229,9.265837889308678,3.7346096179188537,0.3025015165689737,4.318122984828191,26.33694452843168,0.8254858726092722,1379,0.7798395624030949,0.2579563471005365,0,0.43,57.00000000000001,Suspicious
BOT_55,188.2811352534675,1.3205966285919997,0.7382740908386691,0.1211101731923542,4.872753054095164,0.081806725986234,168,0.1658825413729183,0.7372669412690633,1,0.82,18.000000000000004,Bot
BOT_120,171.11602327460938,1.6040001830791122,0.9815021370463112,0.2122518775015835,3.223929106091318,0.1197808418425577,144,0.3109598488490706,0.7153621751274983,1,0.82,18.000000000000004,Bot
BOT_215,85.58736312452001,0.1500972515447788,0.8556514171378216,0.1782250002729652,9.429451230654651,0.199229947575465,57,0.2188951230834468,0.6035453140453876,1,0.82,18.000000000000004,Bot
BOT_25,167.77639420895204,1.5020041417219605,0.8106740918709316,0.016516099412834,6.74673352897677,0.0885164851580762,73,0.190126771980494,0.6484100001940772,1,0.82,18.000000000000004,Bot
BOT_72,50.82831756854036,0.2794416254362639,0.7240701236984927,0.2224459081909725,8.018658900040148,0.1605310617416273,32,0.2991250032137161,0.8328794986376455,1,0.82,18.000000000000004,Bot
BOT_44,88.81699724000254,0.8571589953550095,0.7359286395457754,0.0698621688105749,7.84921591848699,0.194439031285637,13,0.2647062166338034,0.62657753774231,1,0.82,18.000000000000004,Bot
BOT_247,194.99822285655043,1.3759890716263192,0.999062275553784,0.2009510320509434,8.543037606832993,0.0889719813117551,46,0.4095518622920625,0.9178062177962996,1,0.82,18.000000000000004,Bot
USER_421,3.5006749848074104,4.233293079027033,0.0290939791114673,4.836583349091721,49.81953613098545,0.5377060879963942,1018,0.8966551274470483,0.2576016164788488,0,0.39,61.0,Organic
BOT_281,100.69927352773036,1.9620618930424063,0.9015678230796184,0.1091429281512189,2.081881498335476,0.1852642988203135,106,0.1022023196641683,0.6571503845357647,1,0.82,18.000000000000004,Bot
USER_593,8.72887851414525,5.570477212756298,0.3384496842120926,2.646425266779442,35.91827316676603,0.9649608815728324,2185,0.7643842432143613,0.0483300069769266,0,0.43,57.00000000000001,Suspicious
USER_614,4.188441944954941,6.297529908256635,0.2002317269723325,1.1953437349573353,16.44512925367495,0.5448504595074228,984,0.7454057829477067,0.248147444528287,0,0.63,37.0,Suspicious
USER_510,5.130464649371383,4.6408974139880605,0.238778089365269,2.0965878034537493,42.40151590276071,0.7704135319857699,2828,0.8422796961839503,0.0408751695275933,0,0.41,59.00000000000001,Suspicious
